Symbol,Last,1M Chg,5D Chg,Earnings ttm,P/E ttm,5Y Return,5Y Rev%,Industry,Sector,Market Cap,Billions,Dividend(a),52W Low,52W Low Date,52W High,Low,High,Fair Value,Verdict,Delta,Potential Profit
WDC,42.86,-11.87,1.24,0.33,115.79,-56.45%,9.51%,Computer - Storage Devices,Computers and Technology,12946746000.00,12.95,2,27.4,3/19/2020,72,36.0709286,40.47222222,38.2107,Overvalued,-4.65,-12.17
WEC,87.76,-16.96,-0.37,3.58,23.81,84.26%,50.55%,Utility - Electric Power,Utilities,28792906000.00,28.79,2.53,68.01,3/23/2020,109.53,22.50455789,19.87583311,85.2398,Overvalued,-2.52,-2.96
WELL,44.4,-29.56,-1.38,3.23,8.94,-43.52%,53.17%,REIT - Equity Trust Other,Finance,17452734000.00,17.45,3.48,24.27,3/18/2020,93.17,45.33783784,52.34517549,28.8762,Overvalued,-15.52,-53.76
WFC,28.77,-8.32,0.07,4.35,6.03,-47.03%,17.59%,Banks - Major Regional,Finance,117079456000.00,117.08,2.04,25.1,3/23/2020,54.75,12.75634341,47.45205479,26.2305,Overvalued,-2.54,-9.68
WHR,94.91,-26.21,9.11,16,5.16,-51.22%,2.75%,Appliances - Household,Consumer Discretionary,5797088000.00,5.80,4.8,64,3/23/2020,163.64,32.56769571,42.00073332,82.56,Overvalued,-12.35,-14.96
WLTW,178.69,-21.02,8.84,10.97,14.32,35.33%,137.74%,Insurance - Brokers,Finance,22572162000.00,22.57,2.72,143.34,3/23/2020,220.97,19.78286418,19.13381907,157.0904,Overvalued,-21.60,-13.75
WM,91.43,-25.7,-1.13,4.43,20.09,72.64%,10.42%,Waste Removal Svcs,Business Services,38672912000.00,38.67,2.18,85.34,3/25/2020,126.79,6.660833424,27.88863475,88.9987,Overvalued,-2.43,-2.73
WMB,15.15,-2.3,1,0.98,13.93,-73.90%,7.39%,Oil - Production & Pipeline,Oils-Energy,16377174000.00,16.38,1.6,8.41,3/19/2020,29.28,44.48844884,48.25819672,13.6514,Overvalued,-1.50,-10.98
WMT,121.99,4.76,8.37,4.94,24.19,61.88%,7.89%,Retail - Supermarket,Retail-Wholesale,357065184000.00,357.07,2.16,98.15,4/9/2019,128.08,19.54258546,4.754840725,119.4986,Overvalued,-2.49,-2.08
WRB,53.82,-12.42,1.65,3.32,14.9,60.58%,10.85%,Insurance - Proprty & Casualty,Finance,9855264000.00,9.86,0.44,43.05,3/23/2020,79.92,20.01114827,32.65765766,49.468,Overvalued,-4.35,-8.80
WRK,28.94,-1.14,0.68,3.73,6.88,0.00%,224.79%,Paper & Related Products,Basic Materials,7487470000.00,7.49,1.86,21.5,3/16/2020,44.39,25.70836213,34.80513629,25.6624,Overvalued,-3.28,-12.77
WU,19.88,-2.47,1.75,1.71,10.36,-6.83%,-5.62%,Financial Transaction Services,Business Services,7940205000.00,7.94,0.9,17.39,4/1/2020,28.44,12.52515091,30.09845288,17.7156,Overvalued,-2.16,-12.22
WY,17.29,-9.31,0.34,0.38,40.37,-45.80%,-11.47%,Building Products - Wood,Construction,12748375000.00,12.75,1.36,13.1,3/23/2020,31.58,24.23366108,45.25015833,15.3406,Overvalued,-1.95,-12.71
WYNN,60.85,-33.18,0.66,2.6,18.65,-54.80%,21.67%,Gaming,Consumer Discretionary,6099382000.00,6.10,4,35.84,3/18/2020,153.41,41.1010682,60.33504987,48.49,Overvalued,-12.36,-25.49
XEL,59.23,-10.92,-1.07,2.64,21.92,77.92%,-1.34%,Utility - Electric Power,Utilities,32083510000.00,32.08,1.72,46.58,3/23/2020,72.14,21.35742023,17.89575825,57.8688,Overvalued,-1.36,-2.35
XLNX,83.95,4.09,6.01,3.53,22.4,94.24%,28.39%,Semi Pro Logic Devices,Computers and Technology,21064052000.00,21.06,1.48,67.68,3/12/2020,141.6,19.38058368,40.71327684,79.072,Overvalued,-4.88,-6.17
XOM,41.24,-6.45,3.27,2.37,16.54,-53.45%,-35.69%,Oil - International Integrated,Oils-Energy,171276768000.00,171.28,3.48,30.11,3/23/2020,83.49,26.98836081,50.60486286,39.1998,Overvalued,-2.04,-5.20
XRAY,38.09,-6.64,-0.74,2.45,14.47,-25.08%,37.86%,Medical - Dental Suppliers,Medical,8354893000.00,8.35,0.4,31.58,3/23/2020,60.87,17.09110003,37.4240184,35.4515,Overvalued,-2.64,-7.44
XRX,18.61,-12.68,-0.33,4.31,3.92,-44.92%,-53.60%,Office Supply & Forms,Industrial Products,3981282000.00,3.98,1,15.01,3/19/2020,39.47,19.34443847,52.85026602,16.8952,Overvalued,-1.71,-10.15
XYL,66.19,-15.03,1.06,3.02,20.03,85.52%,34.04%,Machinery - General Industrial,Industrial Products,11748738000.00,11.75,1.04,54.62,3/23/2020,89.34,17.47998187,25.91224535,60.4906,Overvalued,-5.70,-9.42
YUM,71.35,-18.05,2.82,3.55,17.83,22.88%,-57.85%,Retail - Restaurants,Retail-Wholesale,21207950000.00,21.21,1.88,54.95,3/23/2020,119.72,22.98528381,40.40260608,63.2965,Overvalued,-8.05,-12.72
ZBH,101.91,-22.19,0.83,7.87,11.69,-14.54%,70.80%,Medical Products,Medical,20215208000.00,20.22,0.96,74.37,3/18/2020,161.11,27.02384457,36.745081,92.0003,Overvalued,-9.91,-10.77
ZBRA,192.36,-10.38,8.76,12.07,14.75,100.83%,168.47%,Machinery - Thermal Processing,Industrial Products,10361434000.00,10.36,0,150.06,3/16/2020,260.4,21.99001871,26.12903226,178.0325,Overvalued,-14.33,-8.05
ZION,28.04,-7.24,1.28,4.34,5.69,-1.68%,37.41%,Banks - West,Finance,4416870000.00,4.42,1.36,23.58,3/23/2020,52.48,15.90584879,46.57012195,24.6946,Overvalued,-3.35,-13.55
Downloaded from Barchart.com as of 04-07-2020 09:14pm CDT,,,,,,,,,,,,,,,,,,,,,
