Symbol,Last,1M Chg,5D Chg,Earnings ttm,P/E ttm,5Y Return,5Y Rev%,Industry,Sector,Market Cap,,,Billions,Dividend(a),52W Low,52W Low Date,52W High,low,high,fair value,verdict,delta,potential profit
PLD,90.22,19.53,-1.51,2.47,26.65,111.98%,89.15%,REIT - Equity Trust Other,Finance,66680704000.00,,,66.680704,2.32,59.82,3/23/2020,99.79,33.69541122,9.590139293,65.8255,Overvalued,-24.3945,-37.0593463
NTAP,42.15,0.05,-0.58,3.58,11.51,16.69%,-2.83%,Computer - Storage Devices,Computers and Technology,9322611000.00,,,9.322611,1.92,34.66,3/23/2020,77.96,17.76986951,45.93381221,41.2058,Overvalued,-0.9442,-2.291424994
CME,191.62,25.6,1.46,6.8,27.55,113.17%,56.40%,Securities Exchanges,Finance,68677568000.00,,,68.677568,3.4,131.8,3/19/2020,225.36,31.2180357,14.97160099,187.34,Overvalued,-4.28,-2.284616206
PCAR,67.65,7.98,0.38,6.87,9.63,2.28%,34.76%,Auto - Domestic,Auto-Tires-Trucks,23433420000.00,,,23.43342,1.28,49.11,3/23/2020,83.41,27.40576497,18.89461695,66.1581,Overvalued,-1.4919,-2.255052669
VRTX,270.46,60.02,23.85,4.25,62.3,103.05%,617.21%,Medical - Biomedical,Medical,70121896000.00,,,70.121896,0,163.68,4/18/2019,272.67,39.48088442,0.810503539,264.775,Overvalued,-5.685,-2.147106033
ARE,155.31,20.13,-2.49,3.09,21.85,64.77%,110.67%,REIT - Equity Trust Other,Finance,19599344000.00,,,19.599344,4.12,109.22,3/23/2020,175.74,29.67613161,11.62512803,67.5165,Overvalued,-87.7935,-130.0326587
CMS,63.17,-1.65,0.84,2.49,24.85,79.66%,-4.65%,Utility - Electric Power,Utilities,17953420000.00,,,17.95342,1.63,46.03,3/23/2020,69.17,27.13313282,8.674280758,61.8765,Overvalued,-1.2935,-2.090454373
SNPS,154.98,35.36,18.4,3.13,48.51,225.52%,63.34%,Computer - Software,Computers and Technology,23329914000.00,,,23.329914,0,104.9,3/23/2020,166.87,32.31384695,7.125307125,151.8363,Overvalued,-3.1437,-2.070453508
KO,48.06,0.88,-0.94,2.11,22.32,17.53%,-18.98%,Beverages - Soft,Consumer Staples,206190672000.00,,,206.190672,1.64,36.27,3/23/2020,60.13,24.53183521,20.07317479,47.0952,Overvalued,-0.9648,-2.04861642
PRGO,51.87,2.24,1.42,4.03,12.62,-73.11%,5.07%,Medical Products,Medical,7060907000.00,,,7.060907,0.9,40.01,4/2/2020,63.86,22.86485444,18.77544629,50.8586,Overvalued,-1.0114,-1.988650887
HSIC,53.64,-0.97,1.39,3.51,14.98,-4.04%,-3.72%,Medical - Dental Suppliers,Medical,7657432000.00,,,7.657432,0,41.85,3/23/2020,73.99,21.97986577,27.50371672,52.5798,Overvalued,-1.0602,-2.016363699
JKHY,169.66,13.47,-0.5,3.66,45.19,151.53%,28.32%,Electronic Misc Services,Computers and Technology,13016316000.00,,,13.016316,1.72,123.64,3/23/2020,174.93,27.12483791,3.012633625,165.3954,Overvalued,-4.2646,-2.578427211
PKI,83.63,16.52,5.29,4.1,19.88,61.92%,28.90%,Industrial Scientific,Computers and Technology,9308353000.00,,,9.308353,0.28,62.91,3/23/2020,102.46,24.77579816,18.37790357,81.508,Overvalued,-2.122,-2.603425431
ADP,141.08,11.69,-1.44,5.77,23.73,65.98%,16.13%,Outsourcing,Business Services,60911856000.00,,,60.911856,3.64,103.11,3/18/2020,182.32,26.91380777,22.61956999,136.9221,Overvalued,-4.1579,-3.036690206
JNPR,22.57,4.05,0.9,1.24,17.69,-13.66%,-3.93%,Wireless Equipment,Computers and Technology,7470941000.00,,,7.470941,0.8,15.2,3/16/2020,28.77,32.65396544,21.55022593,21.9356,Overvalued,-0.6344,-2.892102336
WDC,42.32,8.27,-2.73,0.33,124.48,-57.57%,9.51%,Computer - Storage Devices,Computers and Technology,12650802000.00,,,12.650802,2,27.4,3/19/2020,72,35.25519849,41.22222222,41.0784,Overvalued,-1.2416,-3.022513048
FE,46.21,6.1,1.46,2.59,17.32,27.23%,-26.67%,Utility - Electric Power,Utilities,25033342000.00,,,25.033342,1.56,32,3/23/2020,52.51,30.75091971,11.99771472,44.8588,Overvalued,-1.3512,-3.012118024
HAS,75.2,28.45,-0.47,4.07,17.94,5.01%,10.36%,Toys & Game & Hobby,Consumer Discretionary,10302926000.00,,,10.302926,2.72,41.33,3/18/2020,126.87,45.03989362,40.72672815,73.0158,Overvalued,-2.1842,-2.991407339
LIN,188.55,24.67,-0.93,7.35,24.92,0.00%,130.00%,Oil - Field Services,Oils-Energy,102742776000.00,,,102.742776,0,146.71,3/16/2020,227.85,22.19040042,17.2481896,183.162,Overvalued,-5.388,-2.941658204
AOS,41.08,1.95,0.87,2.23,17.89,23.38%,27.02%,Machinery - Electrical,Industrial Products,6653728000.00,,,6.653728,0.96,33.81,3/23/2020,56.66,17.69717624,27.49735263,39.8947,Overvalued,-1.1853,-2.971071345
WBA,44.5,-5.1,0.52,5.79,7.47,-48.24%,79.16%,Retail - Drug Stores,Retail-Wholesale,39036288000.00,,,39.036288,1.83,39.4,4/2/2020,64.5,11.46067416,31.00775194,43.2513,Overvalued,-1.2487,-2.887080851
AVGO,265.88,66.37,11.58,16.85,15.33,122.49%,429.33%,Electronics - Semiconductors,Computers and Technology,106296432000.00,,,106.296432,13,155.67,3/18/2020,331.58,41.45103054,19.81422281,258.3105,Overvalued,-7.5695,-2.930388041
SPGI,282.59,54.93,-0.96,9.53,28.81,166.02%,32.63%,Business Information,Business Services,68086952000.00,,,68.086952,2.68,186.05,3/18/2020,312.94,34.16256768,9.698344731,274.5593,Overvalued,-8.0307,-2.924941898
OMC,54.57,-4.94,-2.23,6.06,8.75,-29.59%,-2.38%,Advertising Marketing Services,Business Services,11834486000.00,,,11.834486,2.6,46.37,3/23/2020,85.05,15.02657138,35.8377425,53.025,Overvalued,-1.545,-2.913719943
XEL,67.15,2.22,0.88,2.64,24.72,92.57%,-1.34%,Utility - Electric Power,Utilities,35231524000.00,,,35.231524,1.72,46.58,3/23/2020,72.14,30.63291139,6.917105628,65.2608,Overvalued,-1.8892,-2.894846523
NOC,356.3,36.97,19.65,21.22,16.32,120.24%,41.13%,Aerospace - Defense,Aerospace,59606488000.00,,,59.606488,5.28,263.31,3/23/2020,385.01,26.09879315,7.45694917,346.3104,Overvalued,-9.9896,-2.884579845
KLAC,161.21,11.58,11.09,8.72,17.96,173.75%,55.97%,Electronics Products - Misc,Computers and Technology,25273216000.00,,,25.273216,3.4,101.34,6/3/2019,184.5,37.13789467,12.62330623,156.6112,Overvalued,-4.5988,-2.936443881
PFE,36.91,4.75,1.52,2.95,12.16,4.65%,4.32%,Large Cap Pharma,Medical,204763360000.00,,,204.76336,1.52,27.88,3/23/2020,44.56,24.46491466,17.16786355,35.872,Overvalued,-1.038,-2.893621766
DUK,90.1,4.1,-0.21,5.06,17.31,13.46%,4.82%,Utility - Electric Power,Utilities,66136012000.00,,,66.136012,3.78,62.13,3/23/2020,103.79,31.04328524,13.19009538,87.5886,Overvalued,-2.5114,-2.867268115
ICE,90.4,13.61,3.02,3.87,22.76,102.34%,68.24%,Securities Exchanges,Finance,49642076000.00,,,49.642076,1.2,63.51,3/23/2020,101.93,29.74557522,11.31168449,88.0812,Overvalued,-2.3188,-2.632570855
CMI,149.18,12.38,-1.52,14.86,9.76,9.29%,22.63%,Engines - Internal Combustion,Auto-Tires-Trucks,22096838000.00,,,22.096838,5.24,101.03,3/23/2020,186.73,32.27644456,20.10924865,145.0336,Overvalued,-4.1464,-2.858923725
TAP,44.38,0.39,-3.02,4.54,9.51,-40.93%,155.15%,Beverages - Alcohol,Consumer Staples,9602945000.00,,,9.602945,2.28,34.01,3/23/2020,64.32,23.36638125,31.00124378,43.1754,Overvalued,-1.2046,-2.790014684
WM,100.27,-8.66,0.42,4.43,22.02,90.41%,10.42%,Waste Removal Svcs,Business Services,42477080000.00,,,42.47708,2.18,85.34,3/25/2020,126.79,14.88979755,20.91647606,97.5486,Overvalued,-2.7214,-2.789788885
AEP,86.38,-4.82,0.07,4.25,19.78,49.24%,-8.57%,Utility - Electric Power,Utilities,42743672000.00,,,42.743672,2.8,65.14,3/23/2020,104.97,24.58902524,17.70982185,84.065,Overvalued,-2.315,-2.753821448
CAT,116.3,16.1,-8.73,11.06,10.24,37.47%,-2.51%,Machinery - Construct & Mining,Industrial Products,63974656000.00,,,63.974656,4.12,87.5,3/12/2020,150.55,24.76354256,22.74991697,113.2544,Overvalued,-3.0456,-2.689167043
NDAQ,111.24,16.21,3.32,5,21.66,129.03%,21.77%,Securities Exchanges,Finance,18355934000.00,,,18.355934,1.88,71.66,3/23/2020,120.23,35.58072636,7.477335108,108.3,Overvalued,-2.94,-2.71468144
BR,109.94,5.12,4.03,4.52,23.68,101.43%,70.53%,Outsourcing,Business Services,12621442000.00,,,12.621442,2.16,81.9,3/23/2020,136.99,25.50482081,19.74596686,107.0336,Overvalued,-2.9064,-2.715408993
BAX,92.95,12.44,6.06,2.62,0,140.41%,-31.85%,Medical Products,Medical,47150188000.00,,,47.150188,0.88,69.1,3/16/2020,95,25.65895643,2.157894737,0,Overvalued,-92.95,#DIV/0!
LHX,203.5,34.55,12.71,9.98,19.86,150.92%,152.92%,Aerospace - Defense,Aerospace,44138336000.00,,,44.138336,3.4,142.01,3/23/2020,230.99,30.21621622,11.90094809,198.2028,Overvalued,-5.2972,-2.672616129
PG,124.69,6.45,10.03,4.95,24.55,53.94%,-18.51%,Soap and Cleaning Products,Consumer Staples,307916096000.00,,,307.916096,2.98,94.34,3/23/2020,128.09,24.3403641,2.654383637,121.5225,Overvalued,-3.1675,-2.606513197
NTRS,80,11.45,-4.89,6.62,11.78,9.44%,52.80%,Banks - Major Regional,Finance,16741359000.00,,,16.741359,2.8,60.67,3/23/2020,110.48,24.1625,27.58870384,77.9836,Overvalued,-2.0164,-2.585671859
NOW,299.59,12.17,21.53,0.57,512.18,293.73%,406.98%,IT Services,Computers and Technology,56862184000.00,,,56.862184,0,213.99,10/23/2019,362.95,28.57238226,17.45694999,291.9426,Overvalued,-7.6474,-2.619487529
DRE,34.92,5.81,-0.64,1.17,23.63,71.01%,-16.39%,REIT - Equity Trust Other,Finance,12862536000.00,,,12.862536,0.94,25.19,3/23/2020,38.88,27.86368843,10.18518519,27.6471,Overvalued,-7.2729,-26.30619486
HFC,27.02,5.57,0.6,4.88,4.73,-32.04%,-11.52%,Oil - Refining and Marketing,Oils-Energy,4374106000.00,,,4.374106,1.4,18.48,3/24/2020,58.88,31.60621762,54.11005435,23.0824,Overvalued,-3.9376,-17.05888469
Downloaded from Barchart.com as of 04-18-2020 05:21pm CDT,,,,,,,,,,,,,,,,,,,,,,,
